Group,Subgroup,CodePoint,Status,Representation,Name,Section
People-Body,hand-fingers-partial,1F919 1F3FB,fully-qualified,🤙🏻,call me hand light skin tone,E3.0
People-Body,hand-fingers-partial,1F919 1F3FC,fully-qualified,🤙🏼,call me hand medium-light skin tone,E3.0
People-Body,hand-fingers-partial,1F919 1F3FD,fully-qualified,🤙🏽,call me hand medium skin tone,E3.0
People-Body,hand-fingers-partial,1F919 1F3FE,fully-qualified,🤙🏾,call me hand medium-dark skin tone,E3.0
People-Body,hand-fingers-partial,1F919 1F3FF,fully-qualified,🤙🏿,call me hand dark skin tone,E3.0
People-Body,hand-single-finger,1F448,fully-qualified,👈,backhand index pointing left,E0.6
People-Body,hand-single-finger,1F448 1F3FB,fully-qualified,👈🏻,backhand index pointing left light skin tone,E1.0
People-Body,hand-single-finger,1F448 1F3FC,fully-qualified,👈🏼,backhand index pointing left medium-light skin tone,E1.0
People-Body,hand-single-finger,1F448 1F3FD,fully-qualified,👈🏽,backhand index pointing left medium skin tone,E1.0
People-Body,hand-single-finger,1F448 1F3FE,fully-qualified,👈🏾,backhand index pointing left medium-dark skin tone,E1.0
People-Body,hand-single-finger,1F448 1F3FF,fully-qualified,👈🏿,backhand index pointing left dark skin tone,E1.0
People-Body,hand-single-finger,1F449,fully-qualified,👉,backhand index pointing right,E0.6
People-Body,hand-single-finger,1F449 1F3FB,fully-qualified,👉🏻,backhand index pointing right light skin tone,E1.0
People-Body,hand-single-finger,1F449 1F3FC,fully-qualified,👉🏼,backhand index pointing right medium-light skin tone,E1.0
People-Body,hand-single-finger,1F449 1F3FD,fully-qualified,👉🏽,backhand index pointing right medium skin tone,E1.0
People-Body,hand-single-finger,1F449 1F3FE,fully-qualified,👉🏾,backhand index pointing right medium-dark skin tone,E1.0
People-Body,hand-single-finger,1F449 1F3FF,fully-qualified,👉🏿,backhand index pointing right dark skin tone,E1.0
People-Body,hand-single-finger,1F446,fully-qualified,👆,backhand index pointing up,E0.6
People-Body,hand-single-finger,1F446 1F3FB,fully-qualified,👆🏻,backhand index pointing up light skin tone,E1.0
People-Body,hand-single-finger,1F446 1F3FC,fully-qualified,👆🏼,backhand index pointing up medium-light skin tone,E1.0
People-Body,hand-single-finger,1F446 1F3FD,fully-qualified,👆🏽,backhand index pointing up medium skin tone,E1.0
People-Body,hand-single-finger,1F446 1F3FE,fully-qualified,👆🏾,backhand index pointing up medium-dark skin tone,E1.0
People-Body,hand-single-finger,1F446 1F3FF,fully-qualified,👆🏿,backhand index pointing up dark skin tone,E1.0
People-Body,hand-single-finger,1F595,fully-qualified,🖕,middle finger,E1.0
People-Body,hand-single-finger,1F595 1F3FB,fully-qualified,🖕🏻,middle finger light skin tone,E1.0
People-Body,hand-single-finger,1F595 1F3FC,fully-qualified,🖕🏼,middle finger medium-light skin tone,E1.0
People-Body,hand-single-finger,1F595 1F3FD,fully-qualified,🖕🏽,middle finger medium skin tone,E1.0
People-Body,hand-single-finger,1F595 1F3FE,fully-qualified,🖕🏾,middle finger medium-dark skin tone,E1.0
People-Body,hand-single-finger,1F595 1F3FF,fully-qualified,🖕🏿,middle finger dark skin tone,E1.0
People-Body,hand-single-finger,1F447,fully-qualified,👇,backhand index pointing down,E0.6
People-Body,hand-single-finger,1F447 1F3FB,fully-qualified,👇🏻,backhand index pointing down light skin tone,E1.0
People-Body,hand-single-finger,1F447 1F3FC,fully-qualified,👇🏼,backhand index pointing down medium-light skin tone,E1.0
People-Body,hand-single-finger,1F447 1F3FD,fully-qualified,👇🏽,backhand index pointing down medium skin tone,E1.0
People-Body,hand-single-finger,1F447 1F3FE,fully-qualified,👇🏾,backhand index pointing down medium-dark skin tone,E1.0
People-Body,hand-single-finger,1F447 1F3FF,fully-qualified,👇🏿,backhand index pointing down dark skin tone,E1.0
People-Body,hand-single-finger,261D FE0F,fully-qualified,☝️,index pointing up,E0.6
People-Body,hand-single-finger,261D,unqualified,☝,index pointing up,E0.6
People-Body,hand-single-finger,261D 1F3FB,fully-qualified,☝🏻,index pointing up light skin tone,E1.0
People-Body,hand-single-finger,261D 1F3FC,fully-qualified,☝🏼,index pointing up medium-light skin tone,E1.0
People-Body,hand-single-finger,261D 1F3FD,fully-qualified,☝🏽,index pointing up medium skin tone,E1.0
People-Body,hand-single-finger,261D 1F3FE,fully-qualified,☝🏾,index pointing up medium-dark skin tone,E1.0
People-Body,hand-single-finger,261D 1F3FF,fully-qualified,☝🏿,index pointing up dark skin tone,E1.0
People-Body,hand-single-finger,1FAF5,fully-qualified,🫵,index pointing at the viewer,E14.0
People-Body,hand-single-finger,1FAF5 1F3FB,fully-qualified,🫵🏻,index pointing at the viewer light skin tone,E14.0
People-Body,hand-single-finger,1FAF5 1F3FC,fully-qualified,🫵🏼,index pointing at the viewer medium-light skin tone,E14.0
People-Body,hand-single-finger,1FAF5 1F3FD,fully-qualified,🫵🏽,index pointing at the viewer medium skin tone,E14.0
People-Body,hand-single-finger,1FAF5 1F3FE,fully-qualified,🫵🏾,index pointing at the viewer medium-dark skin tone,E14.0
People-Body,hand-single-finger,1FAF5 1F3FF,fully-qualified,🫵🏿,index pointing at the viewer dark skin tone,E14.0
People-Body,hand-fingers-closed,1F44D,fully-qualified,👍,thumbs up,E0.6
People-Body,hand-fingers-closed,1F44D 1F3FB,fully-qualified,👍🏻,thumbs up light skin tone,E1.0
People-Body,hand-fingers-closed,1F44D 1F3FC,fully-qualified,👍🏼,thumbs up medium-light skin tone,E1.0
People-Body,hand-fingers-closed,1F44D 1F3FD,fully-qualified,👍🏽,thumbs up medium skin tone,E1.0
People-Body,hand-fingers-closed,1F44D 1F3FE,fully-qualified,👍🏾,thumbs up medium-dark skin tone,E1.0
People-Body,hand-fingers-closed,1F44D 1F3FF,fully-qualified,👍🏿,thumbs up dark skin tone,E1.0
People-Body,hand-fingers-closed,1F44E,fully-qualified,👎,thumbs down,E0.6
People-Body,hand-fingers-closed,1F44E 1F3FB,fully-qualified,👎🏻,thumbs down light skin tone,E1.0
People-Body,hand-fingers-closed,1F44E 1F3FC,fully-qualified,👎🏼,thumbs down medium-light skin tone,E1.0
People-Body,hand-fingers-closed,1F44E 1F3FD,fully-qualified,👎🏽,thumbs down medium skin tone,E1.0
People-Body,hand-fingers-closed,1F44E 1F3FE,fully-qualified,👎🏾,thumbs down medium-dark skin tone,E1.0
People-Body,hand-fingers-closed,1F44E 1F3FF,fully-qualified,👎🏿,thumbs down dark skin tone,E1.0
People-Body,hand-fingers-closed,270A,fully-qualified,✊,raised fist,E0.6
People-Body,hand-fingers-closed,270A 1F3FB,fully-qualified,✊🏻,raised fist light skin tone,E1.0
People-Body,hand-fingers-closed,270A 1F3FC,fully-qualified,✊🏼,raised fist medium-light skin tone,E1.0
People-Body,hand-fingers-closed,270A 1F3FD,fully-qualified,✊🏽,raised fist medium skin tone,E1.0
People-Body,hand-fingers-closed,270A 1F3FE,fully-qualified,✊🏾,raised fist medium-dark skin tone,E1.0
People-Body,hand-fingers-closed,270A 1F3FF,fully-qualified,✊🏿,raised fist dark skin tone,E1.0
People-Body,hand-fingers-closed,1F44A,fully-qualified,👊,oncoming fist,E0.6
People-Body,hand-fingers-closed,1F44A 1F3FB,fully-qualified,👊🏻,oncoming fist light skin tone,E1.0
People-Body,hand-fingers-closed,1F44A 1F3FC,fully-qualified,👊🏼,oncoming fist medium-light skin tone,E1.0
People-Body,hand-fingers-closed,1F44A 1F3FD,fully-qualified,👊🏽,oncoming fist medium skin tone,E1.0
People-Body,hand-fingers-closed,1F44A 1F3FE,fully-qualified,👊🏾,oncoming fist medium-dark skin tone,E1.0
People-Body,hand-fingers-closed,1F44A 1F3FF,fully-qualified,👊🏿,oncoming fist dark skin tone,E1.0
People-Body,hand-fingers-closed,1F91B,fully-qualified,🤛,left-facing fist,E3.0
People-Body,hand-fingers-closed,1F91B 1F3FB,fully-qualified,🤛🏻,left-facing fist light skin tone,E3.0
People-Body,hand-fingers-closed,1F91B 1F3FC,fully-qualified,🤛🏼,left-facing fist medium-light skin tone,E3.0
People-Body,hand-fingers-closed,1F91B 1F3FD,fully-qualified,🤛🏽,left-facing fist medium skin tone,E3.0
People-Body,hand-fingers-closed,1F91B 1F3FE,fully-qualified,🤛🏾,left-facing fist medium-dark skin tone,E3.0
People-Body,hand-fingers-closed,1F91B 1F3FF,fully-qualified,🤛🏿,left-facing fist dark skin tone,E3.0
People-Body,hand-fingers-closed,1F91C,fully-qualified,🤜,right-facing fist,E3.0
People-Body,hand-fingers-closed,1F91C 1F3FB,fully-qualified,🤜🏻,right-facing fist light skin tone,E3.0
People-Body,hand-fingers-closed,1F91C 1F3FC,fully-qualified,🤜🏼,right-facing fist medium-light skin tone,E3.0
People-Body,hand-fingers-closed,1F91C 1F3FD,fully-qualified,🤜🏽,right-facing fist medium skin tone,E3.0
People-Body,hand-fingers-closed,1F91C 1F3FE,fully-qualified,🤜🏾,right-facing fist medium-dark skin tone,E3.0
People-Body,hand-fingers-closed,1F91C 1F3FF,fully-qualified,🤜🏿,right-facing fist dark skin tone,E3.0
People-Body,hands,1F44F,fully-qualified,👏,clapping hands,E0.6
People-Body,hands,1F44F 1F3FB,fully-qualified,👏🏻,clapping hands light skin tone,E1.0
People-Body,hands,1F44F 1F3FC,fully-qualified,👏🏼,clapping hands medium-light skin tone,E1.0
People-Body,hands,1F44F 1F3FD,fully-qualified,👏🏽,clapping hands medium skin tone,E1.0
People-Body,hands,1F44F 1F3FE,fully-qualified,👏🏾,clapping hands medium-dark skin tone,E1.0
People-Body,hands,1F44F 1F3FF,fully-qualified,👏🏿,clapping hands dark skin tone,E1.0
People-Body,hands,1F64C,fully-qualified,🙌,raising hands,E0.6
People-Body,hands,1F64C 1F3FB,fully-qualified,🙌🏻,raising hands light skin tone,E1.0
People-Body,hands,1F64C 1F3FC,fully-qualified,🙌🏼,raising hands medium-light skin tone,E1.0
People-Body,hands,1F64C 1F3FD,fully-qualified,🙌🏽,raising hands medium skin tone,E1.0
People-Body,hands,1F64C 1F3FE,fully-qualified,🙌🏾,raising hands medium-dark skin tone,E1.0
People-Body,hands,1F64C 1F3FF,fully-qualified,🙌🏿,raising hands dark skin tone,E1.0
People-Body,hands,1FAF6,fully-qualified,🫶,heart hands,E14.0
People-Body,hands,1FAF6 1F3FB,fully-qualified,🫶🏻,heart hands light skin tone,E14.0
People-Body,hands,1FAF6 1F3FC,fully-qualified,🫶🏼,heart hands medium-light skin tone,E14.0
People-Body,hands,1FAF6 1F3FD,fully-qualified,🫶🏽,heart hands medium skin tone,E14.0
People-Body,hands,1FAF6 1F3FE,fully-qualified,🫶🏾,heart hands medium-dark skin tone,E14.0
People-Body,hands,1FAF6 1F3FF,fully-qualified,🫶🏿,heart hands dark skin tone,E14.0
People-Body,hands,1F450,fully-qualified,👐,open hands,E0.6
People-Body,hands,1F450 1F3FB,fully-qualified,👐🏻,open hands light skin tone,E1.0
People-Body,hands,1F450 1F3FC,fully-qualified,👐🏼,open hands medium-light skin tone,E1.0
People-Body,hands,1F450 1F3FD,fully-qualified,👐🏽,open hands medium skin tone,E1.0
People-Body,hands,1F450 1F3FE,fully-qualified,👐🏾,open hands medium-dark skin tone,E1.0
People-Body,hands,1F450 1F3FF,fully-qualified,👐🏿,open hands dark skin tone,E1.0
People-Body,hands,1F932,fully-qualified,🤲,palms up together,E5.0
People-Body,hands,1F932 1F3FB,fully-qualified,🤲🏻,palms up together light skin tone,E5.0
People-Body,hands,1F932 1F3FC,fully-qualified,🤲🏼,palms up together medium-light skin tone,E5.0
People-Body,hands,1F932 1F3FD,fully-qualified,🤲🏽,palms up together medium skin tone,E5.0
People-Body,hands,1F932 1F3FE,fully-qualified,🤲🏾,palms up together medium-dark skin tone,E5.0
People-Body,hands,1F932 1F3FF,fully-qualified,🤲🏿,palms up together dark skin tone,E5.0
People-Body,hands,1F91D,fully-qualified,🤝,handshake,E3.0
People-Body,hands,1F91D 1F3FB,fully-qualified,🤝🏻,handshake light skin tone,E14.0
People-Body,hands,1F91D 1F3FC,fully-qualified,🤝🏼,handshake medium-light skin tone,E14.0
People-Body,hands,1F91D 1F3FD,fully-qualified,🤝🏽,handshake medium skin tone,E14.0
People-Body,hands,1F91D 1F3FE,fully-qualified,🤝🏾,handshake medium-dark skin tone,E14.0
People-Body,hands,1F91D 1F3FF,fully-qualified,🤝🏿,handshake dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FC,fully-qualified,🫱🏻‍🫲🏼,handshake light skin tone medium-light skin tone,E14.0
People-Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FD,fully-qualified,🫱🏻‍🫲🏽,handshake light skin tone medium skin tone,E14.0
People-Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FE,fully-qualified,🫱🏻‍🫲🏾,handshake light skin tone medium-dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FF,fully-qualified,🫱🏻‍🫲🏿,handshake light skin tone dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FB,fully-qualified,🫱🏼‍🫲🏻,handshake medium-light skin tone light skin tone,E14.0
People-Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FD,fully-qualified,🫱🏼‍🫲🏽,handshake medium-light skin tone medium skin tone,E14.0
People-Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FE,fully-qualified,🫱🏼‍🫲🏾,handshake medium-light skin tone medium-dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FF,fully-qualified,🫱🏼‍🫲🏿,handshake medium-light skin tone dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FB,fully-qualified,🫱🏽‍🫲🏻,handshake medium skin tone light skin tone,E14.0
People-Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FC,fully-qualified,🫱🏽‍🫲🏼,handshake medium skin tone medium-light skin tone,E14.0
People-Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FE,fully-qualified,🫱🏽‍🫲🏾,handshake medium skin tone medium-dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FF,fully-qualified,🫱🏽‍🫲🏿,handshake medium skin tone dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FB,fully-qualified,🫱🏾‍🫲🏻,handshake medium-dark skin tone light skin tone,E14.0
People-Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FC,fully-qualified,🫱🏾‍🫲🏼,handshake medium-dark skin tone medium-light skin tone,E14.0
People-Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FD,fully-qualified,🫱🏾‍🫲🏽,handshake medium-dark skin tone medium skin tone,E14.0
People-Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FF,fully-qualified,🫱🏾‍🫲🏿,handshake medium-dark skin tone dark skin tone,E14.0
People-Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FB,fully-qualified,🫱🏿‍🫲🏻,handshake dark skin tone light skin tone,E14.0
People-Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FC,fully-qualified,🫱🏿‍🫲🏼,handshake dark skin tone medium-light skin tone,E14.0
People-Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FD,fully-qualified,🫱🏿‍🫲🏽,handshake dark skin tone medium skin tone,E14.0
People-Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FE,fully-qualified,🫱🏿‍🫲🏾,handshake dark skin tone medium-dark skin tone,E14.0
People-Body,hands,1F64F,fully-qualified,🙏,folded hands,E0.6
People-Body,hands,1F64F 1F3FB,fully-qualified,🙏🏻,folded hands light skin tone,E1.0
People-Body,hands,1F64F 1F3FC,fully-qualified,🙏🏼,folded hands medium-light skin tone,E1.0
People-Body,hands,1F64F 1F3FD,fully-qualified,🙏🏽,folded hands medium skin tone,E1.0
People-Body,hands,1F64F 1F3FE,fully-qualified,🙏🏾,folded hands medium-dark skin tone,E1.0
People-Body,hands,1F64F 1F3FF,fully-qualified,🙏🏿,folded hands dark skin tone,E1.0
People-Body,hand-prop,270D FE0F,fully-qualified,✍️,writing hand,E0.7
People-Body,hand-prop,270D,unqualified,✍,writing hand,E0.7
People-Body,hand-prop,270D 1F3FB,fully-qualified,✍🏻,writing hand light skin tone,E1.0
People-Body,hand-prop,270D 1F3FC,fully-qualified,✍🏼,writing hand medium-light skin tone,E1.0
People-Body,hand-prop,270D 1F3FD,fully-qualified,✍🏽,writing hand medium skin tone,E1.0
People-Body,hand-prop,270D 1F3FE,fully-qualified,✍🏾,writing hand medium-dark skin tone,E1.0
People-Body,hand-prop,270D 1F3FF,fully-qualified,✍🏿,writing hand dark skin tone,E1.0
People-Body,hand-prop,1F485,fully-qualified,💅,nail polish,E0.6
People-Body,hand-prop,1F485 1F3FB,fully-qualified,💅🏻,nail polish light skin tone,E1.0
People-Body,hand-prop,1F485 1F3FC,fully-qualified,💅🏼,nail polish medium-light skin tone,E1.0
People-Body,hand-prop,1F485 1F3FD,fully-qualified,💅🏽,nail polish medium skin tone,E1.0
People-Body,hand-prop,1F485 1F3FE,fully-qualified,💅🏾,nail polish medium-dark skin tone,E1.0
People-Body,hand-prop,1F485 1F3FF,fully-qualified,💅🏿,nail polish dark skin tone,E1.0
People-Body,hand-prop,1F933,fully-qualified,🤳,selfie,E3.0
People-Body,hand-prop,1F933 1F3FB,fully-qualified,🤳🏻,selfie light skin tone,E3.0
People-Body,hand-prop,1F933 1F3FC,fully-qualified,🤳🏼,selfie medium-light skin tone,E3.0
People-Body,hand-prop,1F933 1F3FD,fully-qualified,🤳🏽,selfie medium skin tone,E3.0
People-Body,hand-prop,1F933 1F3FE,fully-qualified,🤳🏾,selfie medium-dark skin tone,E3.0
People-Body,hand-prop,1F933 1F3FF,fully-qualified,🤳🏿,selfie dark skin tone,E3.0
People-Body,body-parts,1F4AA,fully-qualified,💪,flexed biceps,E0.6
People-Body,body-parts,1F4AA 1F3FB,fully-qualified,💪🏻,flexed biceps light skin tone,E1.0
People-Body,body-parts,1F4AA 1F3FC,fully-qualified,💪🏼,flexed biceps medium-light skin tone,E1.0
People-Body,body-parts,1F4AA 1F3FD,fully-qualified,💪🏽,flexed biceps medium skin tone,E1.0
People-Body,body-parts,1F4AA 1F3FE,fully-qualified,💪🏾,flexed biceps medium-dark skin tone,E1.0
People-Body,body-parts,1F4AA 1F3FF,fully-qualified,💪🏿,flexed biceps dark skin tone,E1.0
People-Body,body-parts,1F9BE,fully-qualified,🦾,mechanical arm,E12.0
People-Body,body-parts,1F9BF,fully-qualified,🦿,mechanical leg,E12.0
People-Body,body-parts,1F9B5,fully-qualified,🦵,leg,E11.0
People-Body,body-parts,1F9B5 1F3FB,fully-qualified,🦵🏻,leg light skin tone,E11.0
People-Body,body-parts,1F9B5 1F3FC,fully-qualified,🦵🏼,leg medium-light skin tone,E11.0
People-Body,body-parts,1F9B5 1F3FD,fully-qualified,🦵🏽,leg medium skin tone,E11.0
People-Body,body-parts,1F9B5 1F3FE,fully-qualified,🦵🏾,leg medium-dark skin tone,E11.0
People-Body,body-parts,1F9B5 1F3FF,fully-qualified,🦵🏿,leg dark skin tone,E11.0
People-Body,body-parts,1F9B6,fully-qualified,🦶,foot,E11.0
People-Body,body-parts,1F9B6 1F3FB,fully-qualified,🦶🏻,foot light skin tone,E11.0
People-Body,body-parts,1F9B6 1F3FC,fully-qualified,🦶🏼,foot medium-light skin tone,E11.0
People-Body,body-parts,1F9B6 1F3FD,fully-qualified,🦶🏽,foot medium skin tone,E11.0
People-Body,body-parts,1F9B6 1F3FE,fully-qualified,🦶🏾,foot medium-dark skin tone,E11.0
People-Body,body-parts,1F9B6 1F3FF,fully-qualified,🦶🏿,foot dark skin tone,E11.0
People-Body,body-parts,1F442,fully-qualified,👂,ear,E0.6
People-Body,body-parts,1F442 1F3FB,fully-qualified,👂🏻,ear light skin tone,E1.0
People-Body,body-parts,1F442 1F3FC,fully-qualified,👂🏼,ear medium-light skin tone,E1.0
People-Body,body-parts,1F442 1F3FD,fully-qualified,👂🏽,ear medium skin tone,E1.0
People-Body,body-parts,1F442 1F3FE,fully-qualified,👂🏾,ear medium-dark skin tone,E1.0
People-Body,body-parts,1F442 1F3FF,fully-qualified,👂🏿,ear dark skin tone,E1.0
People-Body,body-parts,1F9BB,fully-qualified,🦻,ear with hearing aid,E12.0
People-Body,body-parts,1F9BB 1F3FB,fully-qualified,🦻🏻,ear with hearing aid light skin tone,E12.0
People-Body,body-parts,1F9BB 1F3FC,fully-qualified,🦻🏼,ear with hearing aid medium-light skin tone,E12.0
People-Body,body-parts,1F9BB 1F3FD,fully-qualified,🦻🏽,ear with hearing aid medium skin tone,E12.0
People-Body,body-parts,1F9BB 1F3FE,fully-qualified,🦻🏾,ear with hearing aid medium-dark skin tone,E12.0
People-Body,body-parts,1F9BB 1F3FF,fully-qualified,🦻🏿,ear with hearing aid dark skin tone,E12.0
People-Body,body-parts,1F443,fully-qualified,👃,nose,E0.6
People-Body,body-parts,1F443 1F3FB,fully-qualified,👃🏻,nose light skin tone,E1.0
People-Body,body-parts,1F443 1F3FC,fully-qualified,👃🏼,nose medium-light skin tone,E1.0
People-Body,body-parts,1F443 1F3FD,fully-qualified,👃🏽,nose medium skin tone,E1.0
People-Body,body-parts,1F443 1F3FE,fully-qualified,👃🏾,nose medium-dark skin tone,E1.0
People-Body,body-parts,1F443 1F3FF,fully-qualified,👃🏿,nose dark skin tone,E1.0
People-Body,body-parts,1F9E0,fully-qualified,🧠,brain,E5.0
People-Body,body-parts,1FAC0,fully-qualified,🫀,anatomical heart,E13.0
People-Body,body-parts,1FAC1,fully-qualified,🫁,lungs,E13.0
People-Body,body-parts,1F9B7,fully-qualified,🦷,tooth,E11.0
People-Body,body-parts,1F9B4,fully-qualified,🦴,bone,E11.0
People-Body,body-parts,1F440,fully-qualified,👀,eyes,E0.6
People-Body,body-parts,1F441 FE0F,fully-qualified,👁️,eye,E0.7
People-Body,body-parts,1F441,unqualified,👁,eye,E0.7
People-Body,body-parts,1F445,fully-qualified,👅,tongue,E0.6
People-Body,body-parts,1F444,fully-qualified,👄,mouth,E0.6
People-Body,body-parts,1FAE6,fully-qualified,🫦,biting lip,E14.0
People-Body,person,1F476,fully-qualified,👶,baby,E0.6
People-Body,person,1F476 1F3FB,fully-qualified,👶🏻,baby light skin tone,E1.0
People-Body,person,1F476 1F3FC,fully-qualified,👶🏼,baby medium-light skin tone,E1.0
People-Body,person,1F476 1F3FD,fully-qualified,👶🏽,baby medium skin tone,E1.0
People-Body,person,1F476 1F3FE,fully-qualified,👶🏾,baby medium-dark skin tone,E1.0
People-Body,person,1F476 1F3FF,fully-qualified,👶🏿,baby dark skin tone,E1.0
People-Body,person,1F9D2,fully-qualified,🧒,child,E5.0
People-Body,person,1F9D2 1F3FB,fully-qualified,🧒🏻,child light skin tone,E5.0
People-Body,person,1F9D2 1F3FC,fully-qualified,🧒🏼,child medium-light skin tone,E5.0
People-Body,person,1F9D2 1F3FD,fully-qualified,🧒🏽,child medium skin tone,E5.0
People-Body,person,1F9D2 1F3FE,fully-qualified,🧒🏾,child medium-dark skin tone,E5.0
People-Body,person,1F9D2 1F3FF,fully-qualified,🧒🏿,child dark skin tone,E5.0
People-Body,person,1F466,fully-qualified,👦,boy,E0.6
People-Body,person,1F466 1F3FB,fully-qualified,👦🏻,boy light skin tone,E1.0
People-Body,person,1F466 1F3FC,fully-qualified,👦🏼,boy medium-light skin tone,E1.0
People-Body,person,1F466 1F3FD,fully-qualified,👦🏽,boy medium skin tone,E1.0
People-Body,person,1F466 1F3FE,fully-qualified,👦🏾,boy medium-dark skin tone,E1.0
People-Body,person,1F466 1F3FF,fully-qualified,👦🏿,boy dark skin tone,E1.0
People-Body,person,1F467,fully-qualified,👧,girl,E0.6
People-Body,person,1F467 1F3FB,fully-qualified,👧🏻,girl light skin tone,E1.0
People-Body,person,1F467 1F3FC,fully-qualified,👧🏼,girl medium-light skin tone,E1.0
People-Body,person,1F467 1F3FD,fully-qualified,👧🏽,girl medium skin tone,E1.0
People-Body,person,1F467 1F3FE,fully-qualified,👧🏾,girl medium-dark skin tone,E1.0
People-Body,person,1F467 1F3FF,fully-qualified,👧🏿,girl dark skin tone,E1.0
People-Body,person,1F9D1,fully-qualified,🧑,person,E5.0
People-Body,person,1F9D1 1F3FB,fully-qualified,🧑🏻,person light skin tone,E5.0
People-Body,person,1F9D1 1F3FC,fully-qualified,🧑🏼,person medium-light skin tone,E5.0
People-Body,person,1F9D1 1F3FD,fully-qualified,🧑🏽,person medium skin tone,E5.0
People-Body,person,1F9D1 1F3FE,fully-qualified,🧑🏾,person medium-dark skin tone,E5.0
People-Body,person,1F9D1 1F3FF,fully-qualified,🧑🏿,person dark skin tone,E5.0
People-Body,person,1F471,fully-qualified,👱,person blond hair,E0.6
People-Body,person,1F471 1F3FB,fully-qualified,👱🏻,person light skin tone blond hair,E1.0
People-Body,person,1F471 1F3FC,fully-qualified,👱🏼,person medium-light skin tone blond hair,E1.0
People-Body,person,1F471 1F3FD,fully-qualified,👱🏽,person medium skin tone blond hair,E1.0
People-Body,person,1F471 1F3FE,fully-qualified,👱🏾,person medium-dark skin tone blond hair,E1.0
People-Body,person,1F471 1F3FF,fully-qualified,👱🏿,person dark skin tone blond hair,E1.0
People-Body,person,1F468,fully-qualified,👨,man,E0.6
People-Body,person,1F468 1F3FB,fully-qualified,👨🏻,man light skin tone,E1.0
People-Body,person,1F468 1F3FC,fully-qualified,👨🏼,man medium-light skin tone,E1.0
People-Body,person,1F468 1F3FD,fully-qualified,👨🏽,man medium skin tone,E1.0
People-Body,person,1F468 1F3FE,fully-qualified,👨🏾,man medium-dark skin tone,E1.0
People-Body,person,1F468 1F3FF,fully-qualified,👨🏿,man dark skin tone,E1.0
People-Body,person,1F9D4,fully-qualified,🧔,person beard,E5.0
People-Body,person,1F9D4 1F3FB,fully-qualified,🧔🏻,person light skin tone beard,E5.0
People-Body,person,1F9D4 1F3FC,fully-qualified,🧔🏼,person medium-light skin tone beard,E5.0
People-Body,person,1F9D4 1F3FD,fully-qualified,🧔🏽,person medium skin tone beard,E5.0
People-Body,person,1F9D4 1F3FE,fully-qualified,🧔🏾,person medium-dark skin tone beard,E5.0
People-Body,person,1F9D4 1F3FF,fully-qualified,🧔🏿,person dark skin tone beard,E5.0
People-Body,person,1F9D4 200D 2642 FE0F,fully-qualified,🧔‍♂️,man beard,E13.1
People-Body,person,1F9D4 200D 2642,minimally-qualified,🧔‍♂,man beard,E13.1
People-Body,person,1F9D4 1F3FB 200D 2642 FE0F,fully-qualified,🧔🏻‍♂️,man light skin tone beard,E13.1
People-Body,person,1F9D4 1F3FB 200D 2642,minimally-qualified,🧔🏻‍♂,man light skin tone beard,E13.1
People-Body,person,1F9D4 1F3FC 200D 2642 FE0F,fully-qualified,🧔🏼‍♂️,man medium-light skin tone beard,E13.1
People-Body,person,1F9D4 1F3FC 200D 2642,minimally-qualified,🧔🏼‍♂,man medium-light skin tone beard,E13.1
People-Body,person,1F9D4 1F3FD 200D 2642 FE0F,fully-qualified,🧔🏽‍♂️,man medium skin tone beard,E13.1
People-Body,person,1F9D4 1F3FD 200D 2642,minimally-qualified,🧔🏽‍♂,man medium skin tone beard,E13.1
People-Body,person,1F9D4 1F3FE 200D 2642 FE0F,fully-qualified,🧔🏾‍♂️,man medium-dark skin tone beard,E13.1
People-Body,person,1F9D4 1F3FE 200D 2642,minimally-qualified,🧔🏾‍♂,man medium-dark skin tone beard,E13.1
People-Body,person,1F9D4 1F3FF 200D 2642 FE0F,fully-qualified,🧔🏿‍♂️,man dark skin tone beard,E13.1
